(['7', '5', '2', '8', '9'], 740)[0, 0, 0, 0, 0, 0, 9]
(['7', 'K', '9', 'A', '9'], 904)[0, 0, 0, 0, 0, 1, 0]
(['8', '2', '8', 'J', 'Q'], 98)[0, 0, 0, 0, 0, 1, 0]
(['8', '2', 'A', '5', 'A'], 912)[0, 0, 0, 0, 0, 1, 0]
(['8', '3', '5', '4', '3'], 584)[0, 0, 0, 0, 0, 1, 0]
(['8', '3', '6', '3', 'K'], 76)[0, 0, 0, 0, 0, 1, 0]
(['8', '3', 'A', '3', 'Q'], 40)[0, 0, 0, 0, 0, 1, 0]
(['8', '4', 'K', '4', 'J'], 402)[0, 0, 0, 0, 0, 1, 0]
(['8', '7', '4', '5', '5'], 17)[0, 0, 0, 0, 0, 1, 0]
(['8', '7', 'T', 'K', '8'], 648)[0, 0, 0, 0, 0, 1, 0]
(['8', '8', '6', '3', '2'], 587)[0, 0, 0, 0, 0, 1, 0]
(['8', 'T', '3', '6', '3'], 841)[0, 0, 0, 0, 0, 1, 0]
(['8', 'J', '6', '7', 'J'], 972)[0, 0, 0, 0, 0, 1, 0]
(['8', 'Q', 'J', '8', '6'], 658)[0, 0, 0, 0, 0, 1, 0]
(['8', 'K', '9', '2', '9'], 345)[0, 0, 0, 0, 0, 1, 0]
(['9', '2', 'J', 'J', '3'], 49)[0, 0, 0, 0, 0, 1, 0]
(['9', '3', '7', 'J', '7'], 710)[0, 0, 0, 0, 0, 1, 0]
(['9', '4', '3', '2', '3'], 1000)[0, 0, 0, 0, 0, 1, 0]
(['9', '4', '3', '9', 'A'], 919)[0, 0, 0, 0, 0, 1, 0]
(['9', '4', 'A', '2', '9'], 196)[0, 0, 0, 0, 0, 1, 0]
(['9', '6', '8', '4', '4'], 873)[0, 0, 0, 0, 0, 1, 0]
(['9', '7', '3', '7', '4'], 667)[0, 0, 0, 0, 0, 1, 0]
(['9', '7', 'Q', 'Q', 'J'], 812)[0, 0, 0, 0, 0, 1, 0]
(['9', '8', '7', '8', '2'], 788)[0, 0, 0, 0, 0, 1, 0]
(['9', '9', '4', '7', '6'], 167)[0, 0, 0, 0, 0, 1, 0]
(['9', '9', '5', 'Q', '7'], 709)[0, 0, 0, 0, 0, 1, 0]
(['9', '9', 'T', '4', 'A'], 13)[0, 0, 0, 0, 0, 1, 0]
(['9', 'T', '4', 'T', '2'], 814)[0, 0, 0, 0, 0, 1, 0]
(['9', 'T', '6', 'T', '5'], 481)[0, 0, 0, 0, 0, 1, 0]
(['9', 'T', '9', 'J', '2'], 3)[0, 0, 0, 0, 0, 1, 0]
(['9', 'T', 'A', '7', '7'], 7)[0, 0, 0, 0, 0, 1, 0]
(['9', 'J', '9', '8', 'Q'], 455)[0, 0, 0, 0, 0, 1, 0]
(['9', 'Q', '5', '7', '7'], 992)[0, 0, 0, 0, 0, 1, 0]
(['9', 'Q', 'J', 'J', '5'], 906)[0, 0, 0, 0, 0, 1, 0]
(['9', 'K', '5', 'K', '2'], 75)[0, 0, 0, 0, 0, 1, 0]
(['9', 'A', 'J', '2', '2'], 553)[0, 0, 0, 0, 0, 1, 0]
(['9', 'A', 'Q', '7', '7'], 662)[0, 0, 0, 0, 0, 1, 0]
(['T', '2', '3', '3', '8'], 307)[0, 0, 0, 0, 0, 1, 0]
(['T', '2', 'K', 'J', 'J'], 808)[0, 0, 0, 0, 0, 1, 0]
(['T', '4', '3', 'J', '4'], 723)[0, 0, 0, 0, 0, 1, 0]
(['T', '5', '2', '2', '3'], 91)[0, 0, 0, 0, 0, 1, 0]
(['T', '5', 'K', '6', 'T'], 538)[0, 0, 0, 0, 0, 1, 0]
(['T', '7', '7', 'A', '8'], 954)[0, 0, 0, 0, 0, 1, 0]
(['T', '8', '4', '4', 'J'], 329)[0, 0, 0, 0, 0, 1, 0]
(['T', '9', '8', 'J', 'T'], 67)[0, 0, 0, 0, 0, 1, 0]
(['T', 'T', '2', 'A', '9'], 554)[0, 0, 0, 0, 0, 1, 0]
(['T', 'T', '3', '2', '6'], 192)[0, 0, 0, 0, 0, 1, 0]
(['T', 'T', '5', 'K', '2'], 549)[0, 0, 0, 0, 0, 1, 0]
(['T', 'T', '7', 'J', '6'], 436)[0, 0, 0, 0, 0, 1, 0]
(['T', 'Q', '2', '4', 'T'], 102)[0, 0, 0, 0, 0, 1, 0]
(['T', 'Q', 'K', 'K', '9'], 933)[0, 0, 0, 0, 0, 1, 0]
(['T', 'A', '9', 'J', 'J'], 823)[0, 0, 0, 0, 0, 1, 0]
(['J', '2', 'J', '5', '7'], 5)[0, 0, 0, 0, 0, 1, 0]
(['J', '3', '9', '3', 'K'], 739)[0, 0, 0, 0, 0, 1, 0]
(['J', '6', 'A', '6', 'T'], 132)[0, 0, 0, 0, 0, 1, 0]
(['J', '7', '4', '4', 'A'], 840)[0, 0, 0, 0, 0, 1, 0]
(['J', '7', '8', '3', 'J'], 388)[0, 0, 0, 0, 0, 1, 0]
(['J', '7', '9', 'Q', '7'], 181)[0, 0, 0, 0, 0, 1, 0]
(['J', '7', 'T', 'T', '2'], 86)[0, 0, 0, 0, 0, 1, 0]
(['J', '8', '3', 'Q', 'Q'], 610)[0, 0, 0, 0, 0, 1, 0]
(['J', '8', '6', '5', '5'], 990)[0, 0, 0, 0, 0, 1, 0]
(['J', '8', 'Q', 'Q', 'A'], 296)[0, 0, 0, 0, 0, 1, 0]
(['J', '9', 'T', 'T', 'Q'], 332)[0, 0, 0, 0, 0, 1, 0]
(['J', 'T', 'T', '9', '4'], 603)[0, 0, 0, 0, 0, 1, 0]
(['J', 'J', '3', '5', '4'], 864)[0, 0, 0, 0, 0, 1, 0]
(['J', 'J', '3', 'T', '8'], 837)[0, 0, 0, 0, 0, 1, 0]
(['J', 'J', '4', '8', '2'], 518)[0, 0, 0, 0, 0, 1, 0]
(['J', 'J', '5', '4', '7'], 153)[0, 0, 0, 0, 0, 1, 0]
(['J', 'Q', '5', '9', 'Q'], 759)[0, 0, 0, 0, 0, 1, 0]
(['J', 'K', '2', 'J', '6'], 928)[0, 0, 0, 0, 0, 1, 0]
(['J', 'K', '8', 'K', '9'], 208)[0, 0, 0, 0, 0, 1, 0]
(['J', 'K', 'Q', 'J', 'T'], 375)[0, 0, 0, 0, 0, 1, 0]
(['J', 'A', '6', 'A', '3'], 499)[0, 0, 0, 0, 0, 1, 0]
(['J', 'A', 'J', '4', '3'], 504)[0, 0, 0, 0, 0, 1, 0]
(['Q', '2', 'Q', '3', '7'], 434)[0, 0, 0, 0, 0, 1, 0]
(['Q', '3', '6', '7', '3'], 124)[0, 0, 0, 0, 0, 1, 0]
(['Q', '4', '5', 'J', '5'], 679)[0, 0, 0, 0, 0, 1, 0]
(['Q', '4', '8', '7', '7'], 958)[0, 0, 0, 0, 0, 1, 0]
(['Q', '4', 'J', 'J', '2'], 618)[0, 0, 0, 0, 0, 1, 0]
(['Q', '4', 'A', 'J', '4'], 716)[0, 0, 0, 0, 0, 1, 0]
(['Q', '7', '2', '7', 'K'], 810)[0, 0, 0, 0, 0, 1, 0]
(['Q', '7', '6', 'T', 'T'], 30)[0, 0, 0, 0, 0, 1, 0]
(['Q', '7', '6', 'Q', 'K'], 77)[0, 0, 0, 0, 0, 1, 0]
(['Q', '7', 'T', 'K', 'K'], 657)[0, 0, 0, 0, 0, 1, 0]
(['Q', '8', '8', 'J', '3'], 847)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'J', '6', '3', '3'], 206)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'J', 'J', '8', '3'], 442)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'Q', '6', '5', 'K'], 374)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'Q', 'J', '4', 'A'], 371)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'K', '4', 'J', 'J'], 758)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'K', '6', 'A', 'Q'], 28)[0, 0, 0, 0, 0, 1, 0]
(['Q', 'K', '8', 'Q', 'T'], 259)[0, 0, 0, 0, 0, 1, 0]
(['K', '2', '7', 'Q', '2'], 233)[0, 0, 0, 0, 0, 1, 0]
(['K', '2', 'A', 'J', 'A'], 64)[0, 0, 0, 0, 0, 1, 0]
(['K', '3', 'J', '2', 'K'], 239)[0, 0, 0, 0, 0, 1, 0]
(['K', '6', '2', '3', 'K'], 767)[0, 0, 0, 0, 0, 1, 0]
(['K', '6', 'K', '5', '2'], 346)[0, 0, 0, 0, 0, 1, 0]
(['K', '7', '5', '4', 'K'], 949)[0, 0, 0, 0, 0, 1, 0]
(['K', '7', 'T', 'K', 'A'], 43)[0, 0, 0, 0, 0, 1, 0]
(['K', '7', 'J', '5', '5'], 55)[0, 0, 0, 0, 0, 1, 0]
(['K', '8', 'A', '6', 'A'], 376)[0, 0, 0, 0, 0, 1, 0]
(['K', '9', '6', '9', 'J'], 128)[0, 0, 0, 0, 0, 1, 0]
(['K', 'T', '7', 'K', '9'], 464)[0, 0, 0, 0, 0, 1, 0]
(['K', 'J', 'T', 'J', '9'], 552)[0, 0, 0, 0, 0, 1, 0]
(['K', 'Q', 'J', '3', '3'], 894)[0, 0, 0, 0, 0, 1, 0]
(['K', 'K', '9', '3', '6'], 166)[0, 0, 0, 0, 0, 1, 0]
(['K', 'K', 'Q', '2', 'A'], 418)[0, 0, 0, 0, 0, 1, 0]
(['A', '2', '8', 'A', 'Q'], 583)[0, 0, 0, 0, 0, 1, 0]
(['A', '3', '7', '8', '3'], 163)[0, 0, 0, 0, 0, 1, 0]
(['A', '3', 'J', 'K', '3'], 705)[0, 0, 0, 0, 0, 1, 0]
(['A', '4', 'A', 'T', '2'], 797)[0, 0, 0, 0, 0, 1, 0]
(['A', '5', '6', '5', '9'], 859)[0, 0, 0, 0, 0, 1, 0]
(['A', '7', '5', 'A', '9'], 263)[0, 0, 0, 0, 0, 1, 0]
(['A', '7', '6', 'A', '2'], 201)[0, 0, 0, 0, 0, 1, 0]
(['A', '7', 'K', 'J', 'K'], 82)[0, 0, 0, 0, 0, 1, 0]
(['A', '8', '2', '2', 'J'], 809)[0, 0, 0, 0, 0, 1, 0]
(['A', '8', 'T', '3', '3'], 865)[0, 0, 0, 0, 0, 1, 0]
(['A', '9', '3', '7', '3'], 836)[0, 0, 0, 0, 0, 1, 0]
(['A', '9', '8', 'Q', 'A'], 189)[0, 0, 0, 0, 0, 1, 0]
(['A', '9', 'T', 'J', 'A'], 581)[0, 0, 0, 0, 0, 1, 0]
(['A', '9', 'J', '8', 'J'], 947)[0, 0, 0, 0, 0, 1, 0]
(['A', 'T', 'T', 'J', 'Q'], 529)[0, 0, 0, 0, 0, 1, 0]
(['A', 'T', 'A', '9', 'Q'], 240)[0, 0, 0, 0, 0, 1, 0]
(['A', 'J', '8', '3', '3'], 81)[0, 0, 0, 0, 0, 1, 0]
(['A', 'J', 'T', '4', 'T'], 320)[0, 0, 0, 0, 0, 1, 0]
(['A', 'J', 'A', '5', '8'], 59)[0, 0, 0, 0, 0, 1, 0]
(['A', 'Q', '7', 'J', 'J'], 211)[0, 0, 0, 0, 0, 1, 0]
(['A', 'K', '5', 'T', '5'], 267)[0, 0, 0, 0, 0, 1, 0]
(['A', 'K', '9', '5', 'A'], 680)[0, 0, 0, 0, 0, 1, 0]
(['A', 'K', 'J', '7', '7'], 168)[0, 0, 0, 0, 0, 1, 0]
(['A', 'A', '4', 'T', '8'], 582)[0, 0, 0, 0, 0, 1, 0]
(['2', '2', '7', 'A', 'A'], 220)[0, 0, 0, 0, 1, 0, 0]
(['2', '2', 'A', '6', 'A'], 540)[0, 0, 0, 0, 1, 0, 0]
(['2', '3', '2', 'J', '3'], 593)[0, 0, 0, 0, 1, 0, 0]
(['2', '4', '3', '4', '3'], 604)[0, 0, 0, 0, 1, 0, 0]
(['2', '5', '2', '3', '5'], 200)[0, 0, 0, 0, 1, 0, 0]
(['2', '5', '2', '5', '7'], 976)[0, 0, 0, 0, 1, 0, 0]
(['2', '5', '5', 'K', '2'], 713)[0, 0, 0, 0, 1, 0, 0]
(['2', '7', '7', 'J', 'J'], 816)[0, 0, 0, 0, 1, 0, 0]
(['2', '9', '2', '4', '4'], 557)[0, 0, 0, 0, 1, 0, 0]
(['2', '9', '8', '8', '9'], 777)[0, 0, 0, 0, 1, 0, 0]
(['2', 'J', '2', 'A', 'J'], 370)[0, 0, 0, 0, 1, 0, 0]
(['2', 'J', '5', '2', '5'], 513)[0, 0, 0, 0, 1, 0, 0]
(['2', 'K', '2', 'J', 'K'], 617)[0, 0, 0, 0, 1, 0, 0]
(['2', 'K', '7', 'K', '7'], 523)[0, 0, 0, 0, 1, 0, 0]
(['2', 'K', 'J', 'K', 'J'], 953)[0, 0, 0, 0, 1, 0, 0]
(['3', '3', '6', 'J', '6'], 304)[0, 0, 0, 0, 1, 0, 0]
(['3', '3', '9', 'J', 'J'], 798)[0, 0, 0, 0, 1, 0, 0]
(['3', '5', 'J', '3', '5'], 391)[0, 0, 0, 0, 1, 0, 0]
(['3', '7', '4', '7', '3'], 39)[0, 0, 0, 0, 1, 0, 0]
(['3', '7', '6', '7', '3'], 551)[0, 0, 0, 0, 1, 0, 0]
(['3', '8', '8', '3', 'J'], 136)[0, 0, 0, 0, 1, 0, 0]
(['3', '9', '4', '9', '3'], 948)[0, 0, 0, 0, 1, 0, 0]
(['3', '9', 'T', 'T', '3'], 183)[0, 0, 0, 0, 1, 0, 0]
(['3', 'T', '3', '5', 'T'], 134)[0, 0, 0, 0, 1, 0, 0]
(['3', 'J', '3', '7', 'J'], 79)[0, 0, 0, 0, 1, 0, 0]
(['3', 'J', '4', '4', '3'], 22)[0, 0, 0, 0, 1, 0, 0]
(['3', 'Q', '8', '8', '3'], 746)[0, 0, 0, 0, 1, 0, 0]
(['3', 'K', '3', '5', '5'], 448)[0, 0, 0, 0, 1, 0, 0]
(['3', 'K', '6', '3', '6'], 884)[0, 0, 0, 0, 1, 0, 0]
(['3', 'A', '3', 'J', 'A'], 770)[0, 0, 0, 0, 1, 0, 0]
(['4', '4', '2', 'J', 'J'], 561)[0, 0, 0, 0, 1, 0, 0]
(['4', '4', '5', 'A', '5'], 377)[0, 0, 0, 0, 1, 0, 0]
(['4', '4', '6', '6', '9'], 439)[0, 0, 0, 0, 1, 0, 0]
(['4', '4', 'J', 'A', 'A'], 842)[0, 0, 0, 0, 1, 0, 0]
(['4', '4', 'Q', 'T', 'Q'], 613)[0, 0, 0, 0, 1, 0, 0]
(['4', '5', '8', '4', '5'], 915)[0, 0, 0, 0, 1, 0, 0]
(['4', '6', 'Q', 'Q', '6'], 508)[0, 0, 0, 0, 1, 0, 0]
(['4', 'T', '3', 'T', '4'], 717)[0, 0, 0, 0, 1, 0, 0]
(['4', 'T', 'T', '4', '9'], 822)[0, 0, 0, 0, 1, 0, 0]
(['4', 'J', 'J', '7', '4'], 330)[0, 0, 0, 0, 1, 0, 0]
(['4', 'Q', '4', '9', '9'], 493)[0, 0, 0, 0, 1, 0, 0]
(['4', 'K', '3', '3', 'K'], 35)[0, 0, 0, 0, 1, 0, 0]
(['4', 'A', 'A', '7', '7'], 511)[0, 0, 0, 0, 1, 0, 0]
(['4', 'A', 'A', '8', '4'], 771)[0, 0, 0, 0, 1, 0, 0]
(['5', '4', '9', '9', '5'], 916)[0, 0, 0, 0, 1, 0, 0]
(['5', '5', '2', '2', 'A'], 979)[0, 0, 0, 0, 1, 0, 0]
(['5', '5', '8', '8', 'Q'], 41)[0, 0, 0, 0, 1, 0, 0]
(['5', '5', 'K', 'J', 'K'], 655)[0, 0, 0, 0, 1, 0, 0]
(['5', '5', 'A', 'K', 'K'], 477)[0, 0, 0, 0, 1, 0, 0]
(['5', 'A', '2', 'A', '5'], 732)[0, 0, 0, 0, 1, 0, 0]
(['5', 'A', 'A', '5', '6'], 191)[0, 0, 0, 0, 1, 0, 0]
(['6', '3', '3', '9', '6'], 148)[0, 0, 0, 0, 1, 0, 0]
(['6', '4', '6', '4', 'Q'], 361)[0, 0, 0, 0, 1, 0, 0]
(['6', '5', '6', 'T', '5'], 95)[0, 0, 0, 0, 1, 0, 0]
(['6', '6', '4', '3', '3'], 669)[0, 0, 0, 0, 1, 0, 0]
(['6', '6', 'T', 'T', '9'], 738)[0, 0, 0, 0, 1, 0, 0]
(['6', '6', 'J', 'K', 'J'], 143)[0, 0, 0, 0, 1, 0, 0]
(['6', '7', '7', 'K', '6'], 966)[0, 0, 0, 0, 1, 0, 0]
(['6', '9', '6', '2', '9'], 16)[0, 0, 0, 0, 1, 0, 0]
(['6', '9', '6', '9', '5'], 592)[0, 0, 0, 0, 1, 0, 0]
(['6', 'T', 'K', '6', 'T'], 139)[0, 0, 0, 0, 1, 0, 0]
(['6', 'J', '4', 'J', '4'], 867)[0, 0, 0, 0, 1, 0, 0]
(['6', 'J', '6', '4', '4'], 50)[0, 0, 0, 0, 1, 0, 0]
(['7', '2', '7', 'J', '2'], 714)[0, 0, 0, 0, 1, 0, 0]
(['7', '4', 'J', '4', '7'], 926)[0, 0, 0, 0, 1, 0, 0]
(['7', '5', '4', '4', '5'], 760)[0, 0, 0, 0, 1, 0, 0]
(['7', '5', '7', '5', '8'], 400)[0, 0, 0, 0, 1, 0, 0]
(['7', '6', '3', '6', '7'], 393)[0, 0, 0, 0, 1, 0, 0]
(['7', '8', '7', '8', 'T'], 449)[0, 0, 0, 0, 1, 0, 0]
(['7', '9', '2', '9', '2'], 925)[0, 0, 0, 0, 1, 0, 0]
(['7', '9', '9', '6', '6'], 397)[0, 0, 0, 0, 1, 0, 0]
(['7', 'T', 'T', '7', 'J'], 432)[0, 0, 0, 0, 1, 0, 0]
(['7', 'T', 'T', 'K', 'K'], 135)[0, 0, 0, 0, 1, 0, 0]
(['7', 'J', '3', '3', '7'], 224)[0, 0, 0, 0, 1, 0, 0]
(['7', 'J', '9', '7', '9'], 573)[0, 0, 0, 0, 1, 0, 0]
(['7', 'Q', 'Q', '3', '7'], 164)[0, 0, 0, 0, 1, 0, 0]
(['7', 'K', '7', 'K', 'Q'], 625)[0, 0, 0, 0, 1, 0, 0]
(['7', 'K', 'K', '8', '8'], 466)[0, 0, 0, 0, 1, 0, 0]
(['8', '2', '8', '3', '2'], 855)[0, 0, 0, 0, 1, 0, 0]
(['8', '2', '8', 'Q', 'Q'], 619)[0, 0, 0, 0, 1, 0, 0]
(['8', '2', 'K', '8', 'K'], 820)[0, 0, 0, 0, 1, 0, 0]
(['8', '3', '8', '4', '4'], 539)[0, 0, 0, 0, 1, 0, 0]
(['8', '4', '4', '8', 'K'], 704)[0, 0, 0, 0, 1, 0, 0]
(['8', '4', '8', 'T', 'T'], 387)[0, 0, 0, 0, 1, 0, 0]
(['8', '5', '8', '5', '4'], 207)[0, 0, 0, 0, 1, 0, 0]
(['8', '6', '5', '8', '6'], 133)[0, 0, 0, 0, 1, 0, 0]
(['8', '7', '8', '2', '2'], 360)[0, 0, 0, 0, 1, 0, 0]
(['8', '8', '4', '4', '2'], 368)[0, 0, 0, 0, 1, 0, 0]
(['8', '8', 'T', 'T', '3'], 487)[0, 0, 0, 0, 1, 0, 0]
(['8', '8', 'Q', '2', '2'], 48)[0, 0, 0, 0, 1, 0, 0]
(['8', '8', 'A', '7', 'A'], 190)[0, 0, 0, 0, 1, 0, 0]
(['8', '9', '3', '8', '3'], 217)[0, 0, 0, 0, 1, 0, 0]
(['8', '9', '8', '9', '6'], 726)[0, 0, 0, 0, 1, 0, 0]
(['8', 'T', 'Q', 'Q', 'T'], 628)[0, 0, 0, 0, 1, 0, 0]
(['8', 'T', 'A', 'T', '8'], 741)[0, 0, 0, 0, 1, 0, 0]
(['8', 'J', '4', '4', '8'], 719)[0, 0, 0, 0, 1, 0, 0]
(['8', 'J', '7', '7', '8'], 790)[0, 0, 0, 0, 1, 0, 0]
(['8', 'J', 'T', 'T', '8'], 431)[0, 0, 0, 0, 1, 0, 0]
(['8', 'Q', '6', '6', '8'], 793)[0, 0, 0, 0, 1, 0, 0]
(['8', 'K', 'A', 'K', 'A'], 828)[0, 0, 0, 0, 1, 0, 0]
(['8', 'A', '7', '8', '7'], 404)[0, 0, 0, 0, 1, 0, 0]
(['9', '2', '2', '9', '6'], 695)[0, 0, 0, 0, 1, 0, 0]
(['9', '2', '2', 'J', '9'], 607)[0, 0, 0, 0, 1, 0, 0]
(['9', '3', '3', '9', 'K'], 146)[0, 0, 0, 0, 1, 0, 0]
(['9', '4', '7', '9', '7'], 248)[0, 0, 0, 0, 1, 0, 0]
(['9', '4', '9', '4', 'K'], 173)[0, 0, 0, 0, 1, 0, 0]
(['9', '5', '9', '5', 'K'], 426)[0, 0, 0, 0, 1, 0, 0]
(['9', '6', '9', 'T', 'T'], 379)[0, 0, 0, 0, 1, 0, 0]
(['9', '6', 'J', 'J', '6'], 480)[0, 0, 0, 0, 1, 0, 0]
(['9', '7', '7', 'J', 'J'], 300)[0, 0, 0, 0, 1, 0, 0]
(['9', '8', '7', '7', '9'], 629)[0, 0, 0, 0, 1, 0, 0]
(['9', '8', '8', 'J', 'J'], 833)[0, 0, 0, 0, 1, 0, 0]
(['9', '8', 'K', 'K', '9'], 165)[0, 0, 0, 0, 1, 0, 0]
(['9', '9', '3', '5', '5'], 331)[0, 0, 0, 0, 1, 0, 0]
(['9', '9', 'T', 'J', 'T'], 175)[0, 0, 0, 0, 1, 0, 0]
(['9', 'T', 'T', '9', 'Q'], 8)[0, 0, 0, 0, 1, 0, 0]
(['9', 'K', 'A', '9', 'K'], 349)[0, 0, 0, 0, 1, 0, 0]
(['9', 'A', '9', '3', '3'], 691)[0, 0, 0, 0, 1, 0, 0]
(['T', '3', '3', '6', '6'], 757)[0, 0, 0, 0, 1, 0, 0]
(['T', '3', 'J', '3', 'T'], 945)[0, 0, 0, 0, 1, 0, 0]
(['T', '4', '5', '5', '4'], 142)[0, 0, 0, 0, 1, 0, 0]
(['T', '4', 'Q', '4', 'T'], 467)[0, 0, 0, 0, 1, 0, 0]
(['T', '5', '5', 'J', 'T'], 243)[0, 0, 0, 0, 1, 0, 0]
(['T', '5', '8', '5', '8'], 872)[0, 0, 0, 0, 1, 0, 0]
(['T', '6', '3', '3', 'T'], 410)[0, 0, 0, 0, 1, 0, 0]
(['T', 'T', 'A', '5', '5'], 675)[0, 0, 0, 0, 1, 0, 0]
(['T', 'Q', '7', 'T', 'Q'], 463)[0, 0, 0, 0, 1, 0, 0]
(['T', 'Q', 'K', 'Q', 'T'], 749)[0, 0, 0, 0, 1, 0, 0]
(['T', 'K', '3', 'T', '3'], 650)[0, 0, 0, 0, 1, 0, 0]
(['T', 'A', 'T', '4', 'A'], 170)[0, 0, 0, 0, 1, 0, 0]
(['T', 'A', 'T', '9', 'A'], 784)[0, 0, 0, 0, 1, 0, 0]
(['J', '3', '6', '3', 'J'], 118)[0, 0, 0, 0, 1, 0, 0]
(['J', '4', 'J', '4', '9'], 890)[0, 0, 0, 0, 1, 0, 0]
(['J', '5', '4', '5', 'J'], 157)[0, 0, 0, 0, 1, 0, 0]
(['J', '7', '4', 'J', '7'], 303)[0, 0, 0, 0, 1, 0, 0]
(['J', '7', '9', 'J', '9'], 112)[0, 0, 0, 0, 1, 0, 0]
(['J', '7', 'K', '7', 'J'], 985)[0, 0, 0, 0, 1, 0, 0]
(['J', '8', '4', 'J', '8'], 707)[0, 0, 0, 0, 1, 0, 0]
(['J', '8', 'J', 'Q', '8'], 909)[0, 0, 0, 0, 1, 0, 0]
(['J', 'T', 'J', 'T', 'A'], 155)[0, 0, 0, 0, 1, 0, 0]
(['J', 'J', '3', '5', '3'], 438)[0, 0, 0, 0, 1, 0, 0]
(['J', 'Q', 'J', 'T', 'T'], 66)[0, 0, 0, 0, 1, 0, 0]
(['J', 'Q', 'Q', 'J', 'A'], 903)[0, 0, 0, 0, 1, 0, 0]
(['J', 'K', '4', 'K', '4'], 14)[0, 0, 0, 0, 1, 0, 0]
(['J', 'K', 'T', 'T', 'K'], 367)[0, 0, 0, 0, 1, 0, 0]
(['J', 'K', 'K', 'J', '3'], 575)[0, 0, 0, 0, 1, 0, 0]
(['Q', '3', 'Q', '5', '3'], 215)[0, 0, 0, 0, 1, 0, 0]
(['Q', '5', '7', 'Q', '7'], 940)[0, 0, 0, 0, 1, 0, 0]
(['Q', '5', 'J', 'Q', '5'], 65)[0, 0, 0, 0, 1, 0, 0]
(['Q', '6', '5', '5', '6'], 811)[0, 0, 0, 0, 1, 0, 0]
(['Q', '9', '4', '4', 'Q'], 910)[0, 0, 0, 0, 1, 0, 0]
(['Q', '9', 'Q', 'A', 'A'], 773)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'T', '7', 'Q', '7'], 626)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'J', '3', 'Q', '3'], 97)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'Q', '2', '7', '2'], 1)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'Q', '9', 'K', '9'], 461)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'K', 'Q', '7', 'K'], 452)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'K', 'K', '6', '6'], 825)[0, 0, 0, 0, 1, 0, 0]
(['Q', 'K', 'A', 'K', 'Q'], 435)[0, 0, 0, 0, 1, 0, 0]
(['K', '2', '2', 'T', 'T'], 117)[0, 0, 0, 0, 1, 0, 0]
(['K', '3', '9', 'K', '9'], 641)[0, 0, 0, 0, 1, 0, 0]
(['K', '3', 'J', '3', 'K'], 730)[0, 0, 0, 0, 1, 0, 0]
(['K', '4', '9', 'K', '4'], 703)[0, 0, 0, 0, 1, 0, 0]
(['K', '7', '7', 'K', '8'], 231)[0, 0, 0, 0, 1, 0, 0]
(['K', '8', 'K', '8', 'A'], 605)[0, 0, 0, 0, 1, 0, 0]
(['K', '9', 'T', 'T', '9'], 548)[0, 0, 0, 0, 1, 0, 0]
(['K', 'J', 'K', 'Q', 'Q'], 369)[0, 0, 0, 0, 1, 0, 0]
(['K', 'Q', 'Q', '8', 'K'], 338)[0, 0, 0, 0, 1, 0, 0]
(['K', 'Q', 'K', '2', '2'], 818)[0, 0, 0, 0, 1, 0, 0]
(['K', 'K', 'J', 'J', '4'], 60)[0, 0, 0, 0, 1, 0, 0]
(['K', 'K', 'J', 'A', 'A'], 579)[0, 0, 0, 0, 1, 0, 0]
(['A', '2', '2', '8', 'A'], 187)[0, 0, 0, 0, 1, 0, 0]
(['A', '2', '3', 'A', '2'], 29)[0, 0, 0, 0, 1, 0, 0]
(['A', '2', 'T', 'T', 'A'], 917)[0, 0, 0, 0, 1, 0, 0]
(['A', '4', '4', 'A', '6'], 72)[0, 0, 0, 0, 1, 0, 0]
(['A', '7', 'T', '7', 'T'], 745)[0, 0, 0, 0, 1, 0, 0]
(['A', '8', 'Q', 'Q', 'A'], 942)[0, 0, 0, 0, 1, 0, 0]
(['A', '9', '6', '9', 'A'], 372)[0, 0, 0, 0, 1, 0, 0]
(['A', '9', 'A', '9', '3'], 975)[0, 0, 0, 0, 1, 0, 0]
(['A', 'T', '6', 'A', '6'], 373)[0, 0, 0, 0, 1, 0, 0]
(['A', 'T', 'T', '9', '9'], 805)[0, 0, 0, 0, 1, 0, 0]
(['A', 'J', 'A', '7', '7'], 237)[0, 0, 0, 0, 1, 0, 0]
(['A', 'A', 'T', 'T', '5'], 804)[0, 0, 0, 0, 1, 0, 0]
(['A', 'A', 'J', 'K', 'J'], 419)[0, 0, 0, 0, 1, 0, 0]
(['A', 'A', 'K', 'T', 'T'], 857)[0, 0, 0, 0, 1, 0, 0]
(['2', '2', '8', '2', '6'], 693)[0, 0, 0, 1, 0, 0, 0]
(['2', '2', 'T', 'K', '2'], 313)[0, 0, 0, 1, 0, 0, 0]
